Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
0.5409226090403314,1.593120221264258,0.86,0.47565989936140696
0.0025,1.604733166633729,0.5534014543004528,0.36764764001535516
49.98395942695439,1.3447396819349984,0.8336799391206118,0.6638921948746586
40.06304150337337,1.4568882645272114,0.8526005936683793,0.8592096710069216
0.602057522595723,1.4435307345015664,0.8050054960568496,0.49233924002802054
0.0025,1.5660470763586796,0.5346697625586129,0.4402119684625907
0.0025,1.598433292006161,0.86,0.47003654166206865
0.39904830309577843,1.552076540759143,0.5411607897834824,0.4454783529588544
0.0025,1.555693958470887,0.7607662704906863,0.452325055503294
1.3912109170211788,1.244958929981387,0.5956989492748528,0.33929801952968996
2.2096072292398965,1.252298096108164,0.599758440406003,0.3439087077521834
0.1214034699353249,1.571187276428863,0.724371568556759,0.4836003135608907
0.7481793053442088,1.5994443410921935,0.7836996280994587,0.6066473840659093
8.60880928226161,1.4501108427004177,0.7426909638529623,0.6387381242339326
0.0025,1.5796557013530699,0.7155092764268005,0.48252513598929975
0.0025,1.350340514497661,0.7447336960094691,0.4538918052062351
0.689029519378819,1.553893951571111,0.7611270282516882,0.46191098030887673
0.8241355143930977,1.4975836432450376,0.5272479155028356,0.4367698907403166
0.0025,1.5743992971727185,0.717526507539524,0.47910070579097663
39.59208898072999,1.4515952632029758,0.8513423306044949,0.6981271599195754
0.46109712971229266,1.5952439966647796,0.5598177867961617,0.38916719493093227
0.0025,1.61,0.7738081889942016,0.463664397047918
0.4639833704400199,1.502076256216766,0.5347820099277107,0.443957921722013
0.0025,1.5701136304234502,0.5209244189495275,0.42835211871293255
0.0025,1.5957204474031634,0.6469033744211355,0.3293516903160933
1.638956776065341,1.4585911427356821,0.637385617257411,0.35191693973430915
0.0025,1.550067175824595,0.7524074041653002,0.45169449078553353
40.802267585210316,1.438093698729477,0.8544863941320463,0.7039900577207479
0.0025,1.5418946277088255,0.6178866638384087,0.4332804960432835
50.0,1.4898014598649236,0.8080078126695558,0.633613995361294
0.0025,1.572579378739694,0.6274321374122752,0.4710661433847209
10.797305955728456,1.4610122879983656,0.7695850753796759,0.6228973873710341
0.0025,1.6051781517895831,0.5657794981634725,0.3792742649260729
0.6088978124580201,1.547711882600179,0.52,0.38568083967994216
50.0,1.3547421008727611,0.8402601065416705,0.6786136212256656
50.0,1.4432753060176782,0.8216552895709045,0.6374405539372253
49.22386055735904,1.4785935861906598,0.7942967821179527,0.6735618414296565
41.017723555817994,1.449443113264752,0.853073439406335,0.7009947018044708
0.0025,1.3493907325869197,0.743754750812262,0.4580751798650618
0.3743770244481068,1.61,0.7884550998112541,0.5259894437175949
49.07857384717827,1.4768923982858098,0.8059797908319425,0.6754728264646288
0.9005309941920968,1.2432032531671307,0.7869084849436048,0.40663081581682947
0.0025,1.5699722730013839,0.5265025713896376,0.4395861849814732
0.06561351507548668,1.243060566998125,0.662373353409413,0.2
1.7576061656862798,1.5987249880414338,0.86,0.47900107363673433
1.2493793492467204,1.5694848082482826,0.5228005459317003,0.3904098943129264
0.4243467350783736,1.2588983869182215,0.6226989592425511,0.45943975222670114
0.0025,1.562190575682275,0.6233196169574146,0.43808260437302365
39.6341594789964,1.2096032479263172,0.7740394589218168,0.5938895032502011
50.0,1.4866322764275068,0.8021434168193124,0.6620670932572347
0.8222926281695249,1.2582346090038192,0.671931967096949,0.20619695516114125
0.0025,1.5626403662762924,0.5989992221714552,0.44296208272330834
0.0025,1.4991903963210598,0.530940825546669,0.43176977957591905
0.03424481211079182,1.5569567126715056,0.5285213095276291,0.43293174195599965
0.5387550774122093,1.61,0.5715206993747558,0.3911708464512693
49.78627521924258,1.4518234729429296,0.8300634995056536,0.6351575245233216
0.18639333044241072,1.2512839665536761,0.7916649756568106,0.41366123207656524
39.18538277575077,1.4494441948579577,0.8403672991781985,0.6898907005746293
0.5513176391184871,1.4570170922458805,0.798129621423701,0.48885015990464037
47.949918240885324,1.452073856006073,0.8176472576821092,0.6246649605227952
0.0025,1.61,0.7790107977300068,0.585835322685939
42.032856594786445,1.2,0.7822551458744336,0.6142053564532578
2.776055460015327,1.5485733774474366,0.5382780177576773,0.40371586212336885
1.7504399075944355,1.5914058021751796,0.7847388852571933,0.6100792699262818
50.0,1.4870458663435564,0.8008374458967271,0.655868107445957
9.772608325539698,1.4486915841203671,0.7501399824981462,0.6467280748658206
0.46519208425208064,1.2555968663576318,0.6225986503390668,0.4653422303255748
0.055749017463219315,1.4999242404753956,0.5269503867103739,0.4400193562448566
0.0025,1.3131063551857645,0.637219326428055,0.3969490086854913
9.271486211175503,1.4542038933077472,0.7623925183653487,0.6184183225635107
0.47340742416133086,1.238503608360627,0.6254275526874491,0.46408861757156544
0.0025,1.6086725621330795,0.5571659003211622,0.37464264849468837
0.0025,1.5697782016032653,0.52,0.3784965907725084
1.419877876586596,1.5419883738322058,0.6134920394274067,0.46445950371593103
40.28259441121392,1.447271290912984,0.8430712802529927,0.6986369013412131
1.7491534752039504,1.5980191581965302,0.7895771955348057,0.6372797236512824
0.8414517929201821,1.5935655189579792,0.6680306549724598,0.23297057997131557
0.6562785758733771,1.609895150408018,0.7877465873033783,0.6092899062659215
41.66498701929382,1.2002167806587722,0.789949920101234,0.6098112761815925
0.11353330238685377,1.6055841062023812,0.6445046345278419,0.3368110743033476
50.0,1.4576962190060945,0.8379577413860475,0.6592039096155118
50.0,1.3519142188235953,0.8295247364515627,0.6663959432239703
0.0025,1.4484712918331957,0.8025337879748285,0.48928895157196883
39.332709987954495,1.2,0.7774459818712943,0.5904157717651425
0.0025,1.5628959753980323,0.7628979974803337,0.45193265092579726
7.81243662992145,1.4551736784115048,0.7423420228488182,0.6407337983705362
1.548044248524355,1.5548992748073447,0.5325330362840729,0.44672237904352685
0.0025,1.5614129151830867,0.52,0.38808660931331457
39.45490282409237,1.4658604476392507,0.86,0.741337199924562
0.22628961927648786,1.5713383352746548,0.52,0.3790751214116044
49.854382126810094,1.452593927436983,0.8340408197797246,0.6375337750746709
0.0025,1.5793567062669551,0.7165820895264253,0.4762688068585149
0.20814783798786618,1.5649404639215088,0.6109657808260857,0.46744261356373723
0.833007119978923,1.5539853293798391,0.6257000230379562,0.4559073363596295
39.80412593265815,1.4478830214999725,0.86,0.7380856228428656
10.10299672193629,1.4579575758484644,0.7335078460188011,0.6336680504103803
0.0025,1.6073784577453227,0.5561518308724996,0.3740777359760008
50.0,1.3408517338602781,0.8202691146558363,0.65499458069182
39.54958115672619,1.4635228366362596,0.86,0.7402436903527467
0.7282220389275024,1.2503290627544328,0.5251048029347914,0.39235084506415646
0.0025,1.551476744096194,0.6230964317336153,0.4394837647823442
0.5975741363305411,1.2476052660231485,0.781240762323825,0.4053947143719836
0.0025,1.2448288310295135,0.6560334691771421,0.2
0.0025,1.5756159522109638,0.716518437419779,0.4777137311357144
1.042408876164248,1.2566616212882329,0.5238385149945279,0.40239597453862846
40.087956106219636,1.4446802833754566,0.8474560174491772,0.692190570651402
0.0025,1.4490567068991733,0.8003961929012242,0.4937912211707031
0.0025,1.5744170290350579,0.7105686739784264,0.47327962736897083
1.3748476112360835,1.2388460406769821,0.6032620040396871,0.3366377304786623
49.490269300165046,1.4741392980707715,0.7949308302015279,0.6763768323318319
0.0025,1.5623075738067937,0.5310372955523109,0.3955661693881617
0.0025,1.4413431005093909,0.803226247990487,0.48741006034584355
1.1641351060938547,1.61,0.7934221725518541,0.6071766296232562
1.9626906792353673,1.61,0.7976697056522988,0.6130787086717095
1.0775190180229621,1.5932168126952957,0.6550734931026385,0.3449588712110225
0.32469766036748543,1.244386969898103,0.5537728625631524,0.3787985304699143
8.933199603668013,1.4587621409889437,0.7546465860455887,0.6210755591613618
1.3059253095167545,1.5924528543026084,0.86,0.47345381095277184
9.72850924619645,1.4515561393616747,0.7418222748326581,0.6387398914340067
1.0406912234261922,1.6013992160117119,0.5734930576251632,0.4044681668423402
0.312980975010958,1.2585583268923677,0.7815398856876578,0.40540156864628046
0.44578736749617365,1.2490258491782773,0.6662630489145287,0.2
0.0025,1.4553451879714092,0.8020349339160157,0.4903301860389064
1.7267096794586505,1.4532230126480328,0.6377185887915112,0.352253292441212
0.0025,1.61,0.7645517536623255,0.6101592894563511
1.3521205066312216,1.6035882289995302,0.6517827248001035,0.34030306955783407
47.169674687171344,1.4608875029329305,0.8303046839305989,0.6413947565369158
0.0025,1.5636841073770464,0.7511434555646912,0.44325496024774397
0.10497415114965157,1.5693238660244475,0.7238760396688176,0.4834635802748966
0.888071056056997,1.6047765742249667,0.7962105849077281,0.5410054317792364
0.0025,1.6058931554963038,0.7923674449729325,0.5961226475041119
41.34027072698308,1.4452439837551907,0.86,0.7101006853027471
10.246538865071152,1.4593225218864831,0.7496619203368547,0.6486147118403208
0.0025,1.5534458411858507,0.7515090701355148,0.45756980952346504
0.0025,1.5778836413274375,0.6176433150215803,0.46044201062684664
0.0025,1.6073019022216286,0.7849835704501121,0.5903577562513262
0.0025,1.249377500718398,0.52,0.38488610465264256
0.774850723481911,1.61,0.7943713970855041,0.6074100694900534
0.5329992274514772,1.61,0.7911414908167954,0.5325258465884825
49.280584436428434,1.4446867226001858,0.8215205818002925,0.628742081048469
39.932519302643755,1.2021723207558357,0.7800614548084994,0.5970607886973528
0.869433419989358,1.353288667866152,0.7526263540159152,0.46241976759617287
0.5261007175145859,1.2503774177008466,0.52,0.3896298786720658
0.2751735123351657,1.244050535475093,0.5615559384970991,0.3847301614159973
1.2906972687328098,1.5658132521142603,0.6138649262478224,0.4691373160167056
37.69917463622612,1.2,0.7699323541987245,0.5815750621472578
0.932055921458812,1.61,0.8577147278197053,0.4701161767998947
0.23978967591253858,1.5796426404376782,0.6257328531740486,0.47155342284972407
2.238849079112052,1.2371539822126583,0.6702582970966283,0.20267888616064114
49.50297850246493,1.3557809828515586,0.8294496847369583,0.6517066442539358
50.0,1.3456826105383217,0.8373890977733194,0.6620356810209074
0.0025,1.564265793013365,0.6113145354251283,0.46090196440324305
8.39070927773342,1.4657519827049197,0.7495650457864711,0.6109815796642587
8.640717688484497,1.2548080492884222,0.741484831377548,0.3265165339076437
50.0,1.4804725464228987,0.7998134977822897,0.6884404680433323
0.0025,1.61,0.5996649312048666,0.3458946876710857
0.6998080639259121,1.5960192544653917,0.8596812918610436,0.4763552941969189
49.00652103396415,1.4765466564443652,0.8029866852858732,0.6355987540388239
0.0025,1.5985832874524708,0.5967162315165732,0.3438043855987046
0.0025,1.2433753498519342,0.6216637757404614,0.4610493219420817
0.0025,1.6064759735642626,0.5641223856611355,0.3884155422824401
0.0025,1.6096044092403368,0.7915397058977346,0.5224352570390602
0.16694877441944717,1.5573452430544124,0.7687720819019818,0.4535568198055536
1.8423827302492382,1.5907689999743948,0.86,0.4795421471573292
39.17029431716827,1.462346086622091,0.86,0.7371241839710219
48.38463210302507,1.352319308360602,0.8200004071853406,0.6482157169118629
39.9221056895081,1.439550925661597,0.8420554798073123,0.8560511454976265
0.0025,1.5948620886010014,0.5610651322072606,0.3770360909074302
0.0025,1.5928669810846345,0.7809223440299192,0.5980143086332652
12.274742436303555,1.2491837492555304,0.7602155881491245,0.35257637370568634
0.8298006153075761,1.61,0.6086362104267237,0.3553856906955859
0.0025,1.2476569015886192,0.7819011225196482,0.4049817984781962
49.561931108331954,1.47802708947415,0.7996935294786334,0.6768586519332598
